"id","OVERALL_PICK","Duration","PlayingStatus","LABEL","WC","Analytic","Clout","Authentic","Tone","WPS","BigWords","Dic","Linguistic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","det","article","number","prep","auxverb","adverb","conj","negate","verb","adj","quantity","Drives","affiliation","achieve","power","Cognition","allnone","cogproc","insight","cause","discrep","tentat","certitude","differ","memory","Affect","tone_pos","tone_neg","emotion","emo_pos","emo_neg","emo_anx","emo_anger","emo_sad","swear","Social","socbehav","prosocial","polite","conflict","moral","comm","socrefs","family","friend","female","male","Culture","politic","ethnicity","tech","Lifestyle","leisure","home","work","money","relig","Physical","health","illness","wellness","mental","substances","sexual","food","death","need","want","acquire","lack","fulfill","fatigue","reward","risk","curiosity","allure","Perception","attention","motion","space","visual","auditory","feeling","time","focuspast","focuspresent","focusfuture","Conversation","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","QMark","Exclam","Apostro","OtherP","Emoji"
33,12,12,"STILL PLAYING","Y",1716,18.39,17.68,97.93,85.69,9.23,8.74,93.01,80.48,59.91,23.43,18.59,11.83,3.38,1.4,0.17,1.75,4.84,13.05,6.47,0.87,11.83,11.13,4.49,5.48,2.21,25.87,6.59,4.31,8.22,5.01,3.15,0.06,12.53,1.11,11.42,3.09,1.52,1.75,2.62,0.99,3.9,0,7.81,6.12,1.69,2.39,1.52,0.87,0,0.7,0,0,12.59,4.84,2.1,0,0.93,0.58,0,8.68,0,0,0,0.17,0,0,0,0,3.21,2.8,0,0.29,0.06,0.06,1.28,0.06,0,0,0,0,0,0.23,0,0.82,0,1.92,0.23,0.06,0,0.64,0,0,12.7,11.07,0.06,2.45,6.99,0.76,0,2.1,3.03,8.97,6.12,1.17,0,0,0,0,0,22.49,10.84,5.01,0,0,6.18,0.47,0
34,54,1,"","Y",1365,56.86,91.98,49.29,71.92,18.2,10.33,90.77,78.68,60.22,17.36,11.87,1.76,5.05,0.66,2.64,1.76,5.49,14.29,7.91,1.32,15.16,8.13,3.08,7.69,1.1,22.42,5.93,3.52,7.47,5.49,1.54,0.88,12.75,0,12.53,2.42,2.64,1.98,2.2,0,2.86,0,5.49,4.4,1.1,0,0,0,0,0,0,0,13.19,2.64,0.66,0,0.22,0.44,1.1,10.99,0,0,0,2.64,0,0,0,0,2.64,2.42,0.22,0.22,0,0,0.22,0.22,0.22,0,0,0,0,0,0,1.76,0.44,2.64,0.44,0,0,0.88,0.44,0,7.69,9.89,0.22,3.3,6.59,0.44,0,0,5.71,7.91,2.2,1.76,0,0,0,0,0,11.43,5.49,3.08,0,0,2.2,0.66,0
35,1000,NA,"","N",1136,41.59,75.91,56.45,64.63,14.2,11.27,92.96,80.28,60.92,17.25,11.62,4.23,5.63,0.7,0.7,0.35,5.63,13.03,7.75,1.41,14.79,8.8,6.34,7.04,2.46,22.89,7.39,3.52,14.08,7.04,5.99,1.76,11.97,0.7,11.27,3.87,0.7,2.11,0,2.46,2.46,0,4.93,3.87,1.06,0.35,0,0.35,0,0.35,0,0,11.62,3.17,2.46,0,0.7,0.35,0,9.15,0,0,0,1.41,0,0,0,0,3.17,2.11,0,1.06,0,0,0.35,0.35,0,0,0,0,0,0,0,1.41,0,2.82,0,0,0,2.46,0,0.7,10.92,9.86,0.35,2.11,7.04,0,0,0.7,2.11,3.17,4.58,3.17,0.35,0,0,0.35,0,12.68,7.04,2.46,0,0,3.17,0,0
36,1000,NA,"","N",1488,22.3,95.44,43.39,87.02,12.83,10.22,93.28,78.23,61.56,20.7,12.1,2.69,6.72,0.81,0.54,1.34,8.6,16.67,7.26,1.34,12.1,9.95,6.18,7.26,1.88,20.7,6.45,5.38,9.95,7.26,1.88,0.81,11.56,2.15,9.41,2.15,1.61,2.15,2.15,1.61,1.61,0,5.11,4.84,0.27,0.81,0.54,0.27,0,0.27,0,0,14.25,2.69,0.81,0,0,0.54,1.08,11.56,0,0,0,1.61,0,0,0,0,3.23,2.42,0,0.81,0,0,0.81,0,0,0,0,0,0,0.27,0,0.27,0.54,2.42,0.27,0,0,0.27,0,0,8.6,8.6,0.27,3.23,5.11,0.54,0,0.54,5.11,6.45,5.91,1.08,0.54,0.27,0,0.27,0,20.16,7.8,5.91,0,0,6.45,0,0
37,1000,NA,"","N",1269,22.61,88.64,67.15,45.09,24.88,8.27,94.8,82.03,65.48,19.86,12.53,3.07,6.38,0.95,0,2.13,7.33,15.13,5.44,1.65,14.18,8.51,7.09,9.22,1.42,20.8,4.73,5.67,9.93,6.86,2.36,0.71,18.68,1.42,17.26,3.55,0.71,2.84,5.67,0.47,3.55,0.24,2.6,2.13,0.47,0.95,0.95,0,0,0,0,0,12.77,2.6,0.24,0,0,0.24,1.18,10.4,0,0,0,0.24,0,0,0,0,2.13,0.95,0.24,0.95,0,0,0.24,0,0,0,0,0,0,0.24,0,0,1.18,0.71,0,0,0,0,0.24,0,7.09,11.82,1.18,3.07,7.8,0.47,0,0.24,2.36,5.67,3.78,2.36,0.95,0,0.95,0,0,12.29,4.02,6.15,0,0,2.13,0,0
38,5,10,"STILL PLAYING","Y",535,31.3,11.9,94.08,95.07,12.44,8.41,94.58,79.44,61.12,15.51,8.79,6.17,1.31,0.37,0.19,0.75,6.73,14.77,8.79,0.37,12.34,11.96,7.29,7.85,1.5,20.56,9.35,4.11,5.42,2.43,2.99,0,12.9,0.75,12.15,2.62,0.56,1.31,2.62,1.87,4.11,0,7.29,6.36,0.56,2.24,1.87,0,0,0,0,0,6.36,2.43,1.12,0,0,0.37,0.56,3.93,0,0,0,0.75,0,0,0,0,4.11,2.06,0.56,1.68,0.37,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0.75,0,0,9.72,8.41,0,0.37,7.29,0,0,1.12,7.66,4.3,8.04,2.24,0.37,0,0.37,0,0,19.25,7.85,6.17,0.19,0,5.05,0,0
39,1000,NA,"","N",11545,29.13,75.47,59.94,72.22,15.99,12.2,95.44,80.25,65.23,18.39,10.22,3.42,4.48,0.32,0.94,1.02,8.17,17.31,7.8,2.06,14.04,10.39,8.59,7.53,0.74,20.47,5.57,6.87,9.03,5.79,2.14,1.17,12.05,1.92,10.1,2.03,0.69,1.59,1.86,0.78,2.86,0.1,4.11,3.65,0.33,1.16,0.87,0.16,0.03,0,0.03,0,10.8,2.41,0.78,0,0.06,0,0.78,8.46,0.21,0.03,0.07,1.35,0,0,0,0,3.47,1.84,0.16,1.12,0.25,0.2,0.4,0.16,0.09,0.03,0,0,0,0.06,0,0.42,0.74,1.57,0.03,0.1,0,0.64,0.06,0.03,9.61,10.25,0.42,1.86,6.98,0.92,0.2,0.88,4.89,6.57,5.08,1.91,0.23,0.1,0.12,0,0,16.28,6.26,5.17,0.03,0,4.24,0.58,0
40,1000,NA,"","N",909,31.89,63.5,76.56,67.03,16.83,10.23,95.38,81.52,65.02,17.49,11.22,3.3,4.29,0.99,0,2.64,6.27,14.85,5.94,0.66,16.83,6.93,9.9,8.91,2.31,16.17,6.6,7.26,7.26,5.28,1.65,0.33,23.43,1.65,21.78,2.64,2.31,0.66,8.91,3.3,4.95,0.66,4.95,3.96,0.99,1.65,1.32,0.33,0,0,0,0,10.56,1.98,0.99,0,0.33,0.66,0,9.24,0,0,0,0.33,0,0,0,0,1.32,0.99,0,0.33,0,0,0.99,0.99,0,0.33,0,0,0,0,0,0,0.33,0.33,0,0,0.33,0,0,0,5.94,9.57,0,0.99,7.92,0.66,0.33,0.33,2.97,5.94,2.31,1.65,0.33,0,0.33,0,0,13.86,5.94,3.96,0,0,3.96,0,0
41,57,0,"","Y",10048,16.29,79.52,59.01,73.31,15,11.3,94.12,80.89,62.85,21.3,14.81,5.64,5.04,0.77,1.8,1.47,6.49,12.66,6.46,1.21,12.64,11.52,6.92,7.21,1.67,24.16,6.08,5.21,11.04,6.21,3.8,1.29,14.36,1.66,12.63,3.76,1.82,1.31,1.58,2.38,2.55,0.06,5.15,4.21,0.82,1.18,0.67,0.4,0.06,0.22,0.03,0,13.19,2.96,1.13,0,0.19,0.19,1.14,11.21,0.03,0,0,2.16,0,0,0,0,4.4,2.61,0.17,1.24,0.38,0,0.58,0.22,0,0.13,0,0,0,0.1,0,0.58,0.31,1.09,0.18,0.03,0.09,0.53,0.12,0,8.15,8.06,0.42,1.49,5.6,0.49,0.1,0.53,3.44,6.65,6.56,3,0.56,0.17,0.39,0,0,16.92,6.48,4.86,0.22,0,4.99,0.38,0
42,1000,NA,"","N",1728,13.84,80.13,83.28,58.28,16.94,8.85,96.53,83.16,66.32,21.01,13.02,4.86,4.34,2.78,0.17,0.52,7.99,13.72,8.68,0.52,12.5,12.33,8.33,9.03,1.39,25.35,3.99,3.65,7.29,5.38,1.39,0.87,13.72,1.04,12.67,3.13,0.87,2.08,3.3,1.74,3.13,0,5.21,3.82,1.39,1.74,1.04,0.69,0,0,0.52,0,10.76,2.26,1.22,0.17,0,0,1.04,9.55,0,0,0,0.52,0,0,0,0,4.51,3.47,0.52,0.52,0,0,0.17,0,0,0,0,0,0,0,0,0,0,1.74,0.17,0,0,0.17,0.35,0,7.81,10.59,0.52,2.43,7.64,0.87,0,0.35,4.51,7.81,5.73,1.91,0,0,0,0,0,17.19,5.9,5.73,0,0,4.34,1.22,0
43,1000,NA,"","N",414,23.51,44.35,85.35,98.81,15.33,12.32,94.93,81.16,62.32,16.67,8.7,5.07,2.9,0.72,0,0,7.97,13.77,7.25,0,11.59,6.52,12.32,8.7,0.72,18.12,9.42,3.62,6.52,2.9,2.17,1.45,17.39,0.72,16.67,6.52,2.17,1.45,3.62,5.07,1.45,0,8.7,7.97,0.72,3.62,2.9,0.72,0,0.72,0,0,6.52,2.17,0,0,0.72,0,0.72,4.35,0,0,0,0,0,0,0,0,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0.72,0,0,0,0.72,0,0,8.7,12.32,0,2.17,5.8,0,0,5.07,4.35,8.7,2.9,0.72,0,0,0,0,0,9.42,6.52,1.45,0,0,1.45,0,0
44,20,8,"","Y",189,23.88,11.37,60.44,95.17,23.63,11.11,93.12,79.89,64.55,21.16,16.4,11.64,0,0.53,2.12,2.12,4.76,13.76,8.99,1.06,12.7,7.41,4.76,13.76,0.53,17.99,3.7,3.7,2.12,0,1.59,0.53,12.7,1.59,11.11,3.17,2.65,2.65,1.06,0,2.65,0,6.88,6.35,0.53,2.12,1.59,0.53,0.53,0,0,0,11.64,3.17,0,0,0,0,1.59,7.94,0,0,0,2.65,1.59,0,1.59,0,5.82,3.17,0,2.65,0,0,1.06,1.06,0,0,0,0,0,0,0,0,2.12,0.53,0,0,0,0,0,0,5.82,7.94,0,1.06,2.65,2.65,0.53,1.06,3.17,6.35,6.35,0,1.59,0,1.59,0,0,19.58,5.29,9.52,0,0,3.17,1.59,0
45,1000,NA,"","N",564,31.62,73.56,80.57,95.3,15.67,9.04,95.21,78.72,60.64,14.89,12.23,5.32,4.26,1.06,0.53,0.53,2.66,13.83,9.04,0,11.7,7.45,9.57,10.11,1.6,21.81,3.72,4.79,11.17,4.79,4.26,3.19,11.17,3.19,7.98,2.13,2.13,0.53,1.6,1.06,1.6,0,5.85,5.85,0,2.66,2.66,0,0,0,0,0,10.11,1.06,0.53,0,0,0,0.53,9.04,0,0,0,1.6,0,0,0,0,4.79,3.72,0,1.06,0,0,0,0,0,0,0,0,0,0,0,1.6,0,3.19,0,0,0,0.53,0,0,12.77,9.04,0,3.19,6.91,0,0,0.53,4.79,3.19,2.66,4.79,0,0,0,0,0,14.89,8.51,3.19,0,0,1.6,1.6,0
46,50,5,"","Y",2055,19.24,72.03,78.58,92.23,12.45,10.36,95.77,81.46,62.77,22.04,16.2,7.88,3.65,0.58,2.77,1.31,5.84,11.68,5.4,1.02,14.89,11.24,8.47,6.13,0.44,26.13,3.36,2.77,7.3,4.53,2.19,0.73,7.88,1.46,6.42,2.19,0.29,1.46,1.17,0.58,0.44,0,6.28,5.69,0.44,1.9,1.75,0,0,0,0,0,12.55,2.77,1.17,0,0.15,0,1.17,10.07,0,0,0,2.92,0,0,0,0,4.67,2.92,0.29,1.17,0.29,0,0.44,0,0,0,0,0,0,0,0,0.29,0.29,2.48,0,0.15,0,0.88,0,0,13.14,10.8,0.15,2.92,8.76,0.29,0.29,0.29,4.53,6.86,5.69,4.96,0.15,0,0.15,0,0,18.54,8.32,4.67,0,0,5.26,0.29,0
47,31,7,"","Y",4736,33.64,71.42,77.58,75.73,13.3,9.59,94.49,81.86,64.59,20.8,14.48,5.62,4.6,1.56,0.57,1.96,6.31,13.87,6.59,1.06,16.45,10.09,6.9,5.3,2.07,24.3,5.41,5.26,8.61,5.68,1.77,1.56,12.12,0.63,11.32,2.85,0.99,1.65,2.98,1.1,3.27,0,5.43,4.5,0.93,1.58,1.1,0.49,0.06,0.32,0.08,0,13.03,3.27,1.1,0,0.27,0.13,1.31,10.22,0,0,0,0.82,0,0,0,0,3.46,2.6,0.06,0.53,0.19,0.08,0.19,0.06,0,0.06,0,0,0,0,0,1.03,0.27,2.41,0.59,0.36,0,0.82,0.06,0.06,11.8,10.94,0.25,2.26,8.07,0.36,0,1.31,2.45,4.29,6.82,4.2,0.38,0.25,0.13,0,0,16.09,7.52,3.91,0,0,4.6,0.06,0
48,1000,NA,"","N",474,14.73,95.09,13.43,49.24,15.8,12.03,93.04,80.38,65.19,25.95,18.99,5.06,4.43,0,8.23,0.63,6.96,15.82,6.96,1.27,13.29,14.56,5.06,5.06,0,23.42,5.7,4.43,6.96,5.06,0.63,1.9,10.76,0,10.76,5.06,2.53,1.27,0,0.63,0.63,0,3.16,2.53,0.63,1.27,0.63,0.63,0,0.63,0,0,18.35,3.16,0.63,0,0.63,1.27,0.63,13.92,0,0,0,8.23,0,0,0,0,6.33,1.27,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,8.23,8.23,0,1.27,7.59,0,0,0.63,1.9,6.96,7.59,1.27,0,0,0,0,0,17.72,6.33,5.06,0,0,6.33,0,0
49,1000,NA,"","N",851,8.64,80.59,29.54,40.98,21.82,8.34,93.77,81.9,66.98,23.97,13.98,5.76,3.64,1.65,1.88,1.06,9.99,13.63,5.41,0.24,13.28,10.58,9.28,7.99,1.41,22.56,3.53,3.29,7.87,5.29,1.88,0.82,12.69,2,10.58,1.65,1.76,2.7,2.47,0.59,1.76,0,3.06,2.23,0.82,1.06,0.82,0.24,0.12,0,0,0,13.04,2.94,1.18,0,0.24,0,0.59,11.05,0,0,0,2.94,0,0,0,0,1.88,0.47,0.24,1.18,0,0,0.59,0,0,0,0,0,0,0,0,0.47,1.06,2.23,0,0,0,0.35,0.12,0.12,9.75,7.87,0.12,2.82,4.82,0.24,0.35,0.12,2.94,4.11,7.29,0.71,0.24,0.12,0.12,0,0,16.33,4.58,7.05,0,0,3.76,0.94,0
50,1000,NA,"","N",1983,22.27,58.96,29.35,85.29,18.89,8.77,95.01,80.18,65.36,19.97,13.46,6.05,2.57,0.91,2.57,1.21,6.51,15.73,7.26,1.51,13.31,11.95,6.2,8.17,0.91,22.84,6.51,6.35,7.87,3.48,3.03,1.36,11.2,1.51,9.53,2.57,0.45,1.36,2.42,0.76,2.42,0,5.9,5.14,0.76,2.27,2.12,0.15,0,0,0.15,0,11.2,2.87,0.76,0,0.15,0.45,1.06,9.08,0,0,0,3.03,0,0,0,0,5.6,2.27,0.15,2.72,0.3,0.15,0.76,0.3,0,0.3,0,0,0,0,0,0,0.91,1.97,0,0,0,0.61,0,0,9.08,6.51,0.15,1.06,4.84,0.61,0.15,0.3,2.12,6.05,6.05,3.63,0.3,0,0.15,0.15,0,16.49,5.3,6.51,0,0,4.69,0,0
51,1000,NA,"","N",725,33.42,54.86,92.88,98.7,13.68,8.83,94.76,78.62,62.62,16.55,12.14,5.38,4.41,1.38,0,0.83,4.41,15.31,8,0.41,14.21,6.9,9.93,8.55,2.48,17.24,5.93,4.69,8.55,6.21,1.66,0.69,11.86,0.83,11.03,1.93,0.14,1.66,3.17,2.48,3.59,0,9.1,8.14,0.97,2.48,1.93,0.55,0.41,0.14,0,0,9.79,2.76,1.66,0,0.14,0.28,0.83,8.14,0,0,0,0.28,0,0,0,0,4.14,3.59,0.14,0.28,0.14,0,0.28,0,0,0,0,0,0,0.28,0,0.83,0.83,1.79,0,0,0,0.83,0.41,0,9.38,10.9,0.83,1.79,7.03,1.24,0,1.24,8.14,5.24,4.14,3.72,0.83,0.83,0,0,0,14.76,7.31,4.55,0,0,2.9,0,0
52,1000,NA,"","N",600,28.63,48.98,99,34.28,15.38,7.5,95.5,87.5,65,20,17,9,4,3,0,1,3,17,6.5,4.5,13,5,7,10.5,1,19,4.5,6.5,6.5,4,2.5,0,12.5,0.5,12,2.5,1,0.5,3.5,3.5,3.5,0,4,2.5,1.5,1.5,1,0.5,0,0.5,0,0,10.5,2.5,0,0,0,0.5,0,8,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0,5.5,12,0,5,8,0.5,0,0,5,9.5,2,1.5,2,0,2,0,0,17,6,9,0.5,0,1.5,0,0
53,1000,NA,"","N",639,10.19,72.47,18.33,71.78,19.36,9.86,93.43,78.4,68.54,23.94,13.15,4.23,4.23,0.94,2.35,0.47,10.8,15.49,6.1,1.41,16.43,10.8,7.04,12.21,1.88,16.43,4.23,3.29,7.98,4.23,2.82,0.94,10.8,0,10.8,1.41,1.41,0.47,5.16,0.94,2.35,0,7.04,5.16,1.88,2.82,2.82,0,0,0,0,0,9.39,0.47,0,0,0,0,0.47,8.92,0,0,0,2.35,0,0,0,0,4.23,1.88,0,1.88,0,0.47,0.94,0,0,0,0,0,0,0,0.47,0,0,0.47,0.94,0,0,0,0.47,0,8.45,5.63,0,1.41,4.69,0,0,0,1.88,1.41,9.39,0,1.88,0,1.88,0,0,21.6,5.16,9.39,0,0,7.04,0,0
54,51,1,"","Y",3576,31.31,95.46,51.22,81.43,14.54,11.58,94.46,79.87,63.42,21.14,16.11,4.7,5.87,1.34,2.35,1.68,5.03,16.44,6.04,0.67,14.93,11.58,5.7,5.03,0.5,22.82,6.38,7.72,11.74,7.72,3.02,1.17,13.26,1.51,11.58,3.02,0.84,1.85,2.18,1.34,2.68,0,5.03,4.53,0.5,0.67,0.5,0.17,0,0,0.17,0,16.11,2.85,1.34,0,0.17,0,0.84,13.59,1.01,0.17,0,2.85,0,0,0,0,5.03,2.35,0,2.18,0.5,0,0.5,0,0,0,0,0,0,0,0,1.01,0.17,0.5,0,0,0,0.17,0,0,13.26,8.72,0.17,1.85,7.38,0.17,0,0,2.85,6.21,4.36,3.19,0,0,0,0,0,16.95,6.88,6.04,0,0,4.03,0,0
55,1000,0,"STILL PLAYING","Y",1686,52.01,88.4,1,43.16,20.56,10.44,90.63,80.55,62.04,15.18,9.49,0.71,3.91,0.24,4.39,0.24,5.69,16.13,6.76,0,15.9,7.83,5.58,9.37,0.59,22.42,4.98,7,8.07,3.91,3.2,1.42,14.71,2.25,11.98,0.71,2.73,1.66,1.78,1.66,3.08,0,3.68,2.61,1.07,1.78,1.3,0.47,0,0,0,0,11.03,1.19,0,0,0,0.24,0.71,9.85,0,0,0,4.86,0,0,0,0,2.73,0.47,0,2.02,0.24,0,0.47,0.24,0.24,0,0,0,0,0,0,0,0.36,2.73,0,0,0,0.71,0.24,0,7.83,6.76,0.71,0.71,3.44,0.71,0,1.19,2.61,2.97,6.88,6.88,0,0,0,0,0,11.63,4.86,4.03,0,0,2.02,0.71,0
56,1000,NA,"","N",608,27.77,51.83,10.42,92.27,10.13,11.84,93.42,78.95,65.79,19.08,10.53,4.61,1.32,0,3.95,0.66,8.55,11.84,7.24,0.66,14.47,10.53,9.87,5.92,0.66,22.37,1.32,1.97,3.29,1.97,0.66,0.66,10.53,1.32,9.21,3.29,0.66,3.29,0,1.32,0.66,0,6.58,5.92,0.66,5.26,4.61,0.66,0.66,0,0,0,8.55,1.32,0.66,0,0,0,0.66,6.58,0,0,0,3.95,0,0,0,0,8.55,5.26,0.66,1.97,1.32,0,0.66,0,0,0,0,0,0,0,0,0,1.97,1.32,0,0,0,0,0,1.32,6.58,7.24,0,2.63,5.26,0,0,0,1.97,11.18,0.66,1.32,0,0,0,0,0,15.13,9.21,3.95,0.66,0,1.32,0,0
57,8,17,"","Y",3735,31.14,80.31,87.84,59.27,16.82,10.5,92.5,79.12,61.58,17.48,12.5,4.42,3.24,2.36,0.56,1.93,4.98,12.48,6.72,2.06,13.63,8.67,6.21,9.16,1.87,21.18,5.73,4.23,9.72,4.9,3.32,2.14,11.89,1.18,10.39,2.22,1.55,1.42,2.33,1.53,3.03,0,3.67,3.08,0.59,0.54,0.43,0.11,0,0.11,0,0,12.24,2.41,1.5,0,0.27,0.11,0.16,11.06,0.16,0,0.32,1.15,0.16,0,0.16,0,2.6,1.69,0,0.91,0,0,0.08,0,0,0,0,0,0,0.08,0,1.5,0.4,1.26,1.29,0.16,0,0.48,0.24,0,11.14,13.76,0.64,4.87,8.54,2.17,0.08,0.24,3.45,5.14,4.9,2.01,0,0,0,0,0,14.48,5.86,5.89,0.08,0,2.01,0.64,0
58,26,8,"","Y",3539,28.01,55.39,83.6,66.11,11.64,12.57,93.7,79.82,62.87,17.21,11.78,5.17,3.87,0.37,1.58,0.79,5.43,12.43,6.22,1.27,15.26,8.17,9.41,9.61,1.33,19.58,5.23,4.8,7.43,4.86,1.3,1.5,14.92,1.3,13.62,2.91,1.19,1.67,3.28,2.94,3.08,0.11,4.44,3.67,0.76,0.76,0.42,0.23,0,0.23,0,0,10.88,3.05,0.88,0,0.54,0.23,0.65,7.91,0.11,0.11,0.45,1.36,0.11,0,0,0.11,3.84,1.3,0.23,2.12,0,0.2,0.51,0.11,0.11,0,0,0,0,0,0,0.68,0.45,2.12,0,0.08,0,0.11,0.11,0,12.6,12.46,0.23,2.71,8.22,0.42,0,2.43,4.66,5.2,5.65,2.37,0.31,0,0.31,0,0,14.86,8.39,2.77,0.2,0,3.5,0,0
59,1000,NA,"","N",1344,27.8,93.26,31.1,39.77,11.79,10.94,93.97,80.36,64.51,19.64,14.51,2.68,7.14,0.22,1.34,3.13,5.13,16.52,7.59,2.23,12.72,9.6,6.92,6.25,2.23,20.31,6.92,8.93,10.49,7.37,2.23,0.89,12.72,0.67,11.61,2.46,1.56,2.01,0.67,0.89,3.12,0,6.03,3.57,2.23,1.56,0.67,0.67,0,0.45,0,0,13.84,1.79,0.22,0,0.45,0.45,0.45,12.28,0,0,0,1.56,0,0,0,0,4.02,1.79,0,1.79,0.45,0,0.45,0.22,0,0,0,0,0,0,0,0.67,0.22,1.79,0,0.89,0.22,0.89,0.22,0,6.47,8.93,0.89,2.01,5.8,0.22,0.45,0.45,2.68,8.93,2.68,0.67,0,0,0,0,0,14.73,8.48,2.01,0,0,3.57,0.67,0
60,44,3,"","Y",4350,19.59,90.3,25.31,95.53,11.85,9.17,96.23,82.39,64.41,19.75,11.93,3.06,5.13,1.91,1.08,0.64,7.82,16.25,6.02,0.97,12.53,11.15,7.75,6.57,1.2,23.79,7.82,6.6,11.06,7.22,2.53,1.43,11.33,1.63,9.61,2.14,1.38,1.13,1.43,0.99,3.4,0,8.02,6.97,1.06,2.78,2.28,0.51,0.21,0,0,0,12.94,3.59,1.72,0.18,0.18,0,1.26,10.92,0.18,0.11,0.18,1.36,0,0,0,0,5.93,4.99,0.09,0.74,0.11,0,0.78,0.3,0.18,0,0,0,0,0,0,1.95,0,1.59,0,0,0.11,0.09,0.18,0,11.89,6.51,0.8,1.56,3.17,0.48,0,0.76,3.33,4.85,7.03,3.86,0.87,0.11,0.67,0.09,0,18.39,8.62,5.43,0,0,4.34,0,0
61,31,1,"STILL PLAYING","Y",5467,28.27,74.03,61.55,74.21,13.57,12.26,92.17,78.75,61.86,21.13,14.61,5.51,4.7,0.11,1.26,3.04,6.51,14.72,6.37,0.77,14.03,8.85,7.57,5.54,1.45,20.18,6.24,5.12,9.97,6.33,2.27,1.48,14.76,1.32,13.41,3.99,1.72,1.79,2.18,1.01,2.84,0.07,5.03,4.24,0.79,1.65,1.01,0.64,0,0.44,0.05,0,12.86,2.76,1.39,0,0.48,0.2,0.53,10.92,0,0.07,0,1.63,0,0,0,0,3.02,2.12,0,0.68,0.02,0.22,0.27,0.09,0.02,0.07,0,0,0,0.15,0.02,1.45,0.4,1.35,0,0.04,0,0.2,0.24,0,7.68,7.33,0.26,1.85,5.07,0.42,0,0.2,3.55,4.32,4.83,2.49,0.48,0,0.48,0,0,17.14,7.37,5.12,0,0,3.6,1.04,0
62,19,5,"","Y",2313,17.34,69.51,68.35,89.98,11.23,13.75,93.26,77.26,60.05,21.18,13.19,5.62,4.19,1.34,0.3,1.6,8,14.14,6.96,1.08,11.37,10.94,7.35,6.27,1.56,23.09,6.14,5.4,8.99,5.36,3.2,0.73,13.19,2.38,10.81,2.9,1.69,1.47,2.08,1.04,3.07,0.13,5.58,5.19,0.26,1.56,1.3,0.13,0,0,0,0,11.37,2.64,1.34,0,0,0,0.56,9.77,0,0,0,0.61,0,0,0,0,3.42,1.99,0.17,0.99,0.26,0,0.61,0,0,0,0,0,0,0,0,1.43,0.43,2.25,0,0,0,1.47,0.26,0,10.42,8.6,0.52,2.72,4.97,0.56,0,0.13,3.24,6.36,6.74,1.51,1.04,0,1.04,0,0,23.95,8.3,7.96,0.17,0.43,6.27,0.82,0
63,1000,NA,"","N",399,41.05,44.51,78.98,99,14.78,12.78,98.5,84.21,64.66,13.53,10.53,4.51,3.76,0,0,2.26,3.01,17.29,10.53,1.5,12.03,9.02,9.77,7.52,2.26,24.06,8.27,7.52,8.27,4.51,3.01,1.5,15.79,1.5,14.29,3.01,1.5,1.5,3.01,3.76,3.76,0,9.77,8.27,0.75,3.76,2.26,0.75,0,0.75,0,0,8.27,1.5,0.75,0,0.75,0.75,0,7.52,0,0,0,0,0,0,0,0,4.51,3.01,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.75,2.26,0,0.75,0,0,0,0,12.78,12.78,0.75,2.26,8.27,3.01,0,0,2.26,8.27,1.5,3.76,0,0,0,0,0,11.28,6.77,0.75,0,0,3.76,0,0
64,1000,NA,"","N",1176,10.77,91.33,40.8,72.21,26.13,10.97,91.33,82.91,65.82,21.68,14.29,2.81,5.36,0.51,4.59,1.02,7.4,14.54,5.36,1.28,14.29,8.93,8.93,10.97,2.04,22.45,5.1,5.1,7.65,6.12,0.77,1.02,14.29,0.26,13.78,2.55,1.79,1.02,3.57,1.02,3.83,0,4.59,3.83,0.51,1.53,0.77,0.51,0.26,0,0,0,15.56,2.04,0.77,0,0,0,1.28,13.52,0,0,0,5.1,0,0,0,0,1.53,1.28,0,0.26,0,0,0.51,0.26,0,0,0,0,0,0,0,0,0,1.79,0.51,0,0.26,0.26,0,0,8.16,8.16,0.26,3.32,5.87,0.26,0,0,4.08,6.12,4.08,4.08,0,0,0,0,0,17.6,3.83,9.44,0,0,4.08,0.26,0
